상세링크,이름,공고번호,해시태그,현 상황,임보종류,구조 지역,성별,중성화 여부,출생시기,몸무게,SNS,임보조건_지역,임보조건_임보 기간,임보조건_픽업,임보조건_기타 조건,이런_집도_가능해요,건강정보_접종 현황,건강정보_검사 현황,건강정보_병력 사항,건강정보_기타 사항,참고용정보_배변,참고용정보_산책,참고용정보_짖음,참고용정보_분리불안,참고용정보_털빠짐,참고용정보_스킨십,참고용정보_대인,참고용정보_대견,참고용정보_외동,참고용정보_대묘,책임자_제공_사항
https://www.pimfyvirus.com/search/01_v/2447/,네발친_흰솜이,공고번호 : 2025-01-0884,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 얼굴천재",임보가능,릴레이임보,경기도 양주,여,중성화 완,2022년 12월,16kg,링크 바로가기,전국,2 개월,지원 가능,,,"2023.06.23 종합백신, 코로나, 광견병 접종
2023.07.07 종합백신, 인플루엔자, 기관지 접종
2024.07.24 종합백신, 인플루엔자, 기관지 접종",,,,3,4,3,1,3,5,5,4,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2446/,네발친_진주,공고번호 : 2025-01-0883,"# 애교쟁이, # 사람좋아, # 조용조용, # 순둥이, # 산책최고",임보중,릴레이임보,경상남도 진주시,남,중성화 완,2023년 02월,9kg,링크 바로가기,전국,2 개월,지원 가능,,반려동물 무경험자,"2024.03.19 종합백신, 코로나, 광견병 접종
2024.04.04 종합백신, 인플루엔자, 기관지 접종
2024.04.17 종합백신, 인플루엔자, 기관지 접종",,없음,,3,5,3,2,4,5,4,4,3,4,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2445/,동사세밀크,공고번호 : 2025-01-0882,"# 애교쟁이, # 소심소심, # 순둥이, # 얼굴천재",임보중,입양전제,경기도화성시보호소,남,중성화 전,2023년 추정,3kg,,전국,3 개월,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",4종 백신 접종완료,전염병 사상충 지알디아,지알디아양성치료중,,,5,1,1,1,5,5,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2443/,두유,공고번호 : 2025-01-0880,"# 사람좋아, # 친구좋아, # 순둥이",임보가능,입양전제,인천,남,중성화 완,2020년 추정,4kg,,"서울,경기",6 개월,지원 가능,,"원룸, 1인 가구",광견접종완,모든검사 음성,,,4,5,1,1,1,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2442/,테리,공고번호 : 2025-01-0879,"# 사람좋아, # 친구좋아, # 호기심천국, # 먹는거최고, # 산책최고",임보중,입양전제,충남 홍성군,남,중성화 전,2025년 02월,2kg,링크 바로가기링크 바로가기링크 바로가기링크 바로가기링크 바로가기,전국,3 개월 이상,지원 가능,아기강아지의 특징을 이해하고 사랑으로 가르치고 노력해주실 수 있는 분.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",5/16 종합백신 코로나 1차접종.,5/10 파보코로나 음성진단.,,,4,4,3,3,4,5,5,5,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2441/,라온,공고번호 : 2025-01-0878,"# 애교쟁이, # 소심소심, # 조용조용, # 먹는거최고, # 독립심짱",임보중,입양전제,충남 홍성군,남,중성화 전,2025년 02월,3kg,링크 바로가기링크 바로가기링크 바로가기링크 바로가기,전국,3 개월 이상,지원 가능,아기강아지의 특성을 이해하고 사랑으로 교육시켜주실 분.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정","5/16 종합백신, 코로나 1차 접종",5/16 파보 코로나 음성진단,5/7 파보양성 진단후 치료.,,4,3,1,3,4,4,4,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2440/,워니,공고번호 : 2025-01-0877,"# 애교쟁이, # 사람좋아, # 호기심천국, # 꾸러기, # 순둥이",임보가능,긴급임보,전주보호소,남,중성화 완,2023년 추정,14kg,링크 바로가기,전국,3 개월,지원 가능,,"1인 가구, 반려동물 무경험자",접종완료,"심장사상충음성
지알디아음성
홍역 음성
파보음성",건강합니다,,4,4,2,2,4,4,4,3,4,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2439/,보리,공고번호 : 2025-01-0876,"# 먹는거최고, # 산책최고, # 장난감최고, # 독립심짱, # 에너자이저",임보중,입양전제,전주보호소,남,중성화 완,2022년 추정,10kg,링크 바로가기,전국,3 개월,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",접종완료,코로나 심장사상충 지알디아 홍역 파보 모두 음성,건강합니다,,4,5,2,2,4,3,3,3,2,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2438/,시나몬,공고번호 : 2025-01-0875,"# 애교쟁이, # 사람좋아, # 호기심천국, # 먹는거최고, # 에너자이저",임보가능,릴레이임보,여주시보호소,남,중성화 전,2024년 추정,7kg,링크 바로가기,"서울,경기,경상도",2 개월,지원 가능,임보조건⭐️ -최소 2개월이상 2인가구 이상 우선(1인가구는 부재시 대안이 있으시면 가능) -대구 연계 동물병원 이동이 가능한 분 -가족 전원 및 집주인 사전동의 -집이 6시간이상 부재시 대안이 있는 분 -(매우중요)산책시 하네스와 목줄 각각 리쉬를 달고 gps에어태그를 달고 안전히 산책해주실 분 -집 대문에 펜스 설치 등 안전하게 보호해주실 분 -(매우중요)기존 반려동물이 있거나 가족 중 알러지가 있거나 미성년자 가족 있을시 불가❌ -반려동물 민원제기 환경 불가,1인 가구,"dhppL, 광견, 브라벡토, 구충제, 하트가드 완료","4종 전염병 모두 음성, 심장사상충2기",5월말 후처치약물 완료예정,"음식소유권이 강해 식사시 독립적인 식사공간 마련해주셔야 해요.
(food aggression)",4,3,4,2,2,5,5,2,1,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2437/,네발친_백운이,공고번호 : 2025-01-0874,"# 소심소심, # 조용조용, # 순둥이, # 얼굴천재",임보중,릴레이임보,경상남도 함양,여,중성화 완,2021년 03월,6kg,링크 바로가기,전국,2 개월,지원 가능,,반려동물 무경험자,"2022.06.23 1차 접종 완료
2022.09.06 2차 접종 완료
2022.09.23 3차 접종 완료",,,,5,3,1,1,3,3,3,5,4,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2436/,[함안길천사]우동,공고번호 : 2025-01-0873,"# 애교쟁이, # 사람좋아, # 친구좋아, # 소심소심, # 순둥이",임보중,일반임보,경남함안,남,중성화 전,2022년 추정,5kg,,전국,3 개월 이상,지원 가능,임시보호 조건​ ▪ 임보하고자 하는 가정의 모든 가족 구성원 동의 필수입니다. ▪ 실내 생활 필수입니다. ▪ 임보동의서 작성합니다. ▪ 미성년자분들 상담 안 받습니다. 부모님들께서 직접 연락 주세요. [영. 유아및 동거가족도 책임감 있게 임보 해주실 분은 언제나 환영합니다],"원룸, 1인 가구, 반려동물 무경험자",2025.5월 현재--종합1. 코로나1. 켄넬1  (추가접종 진행중),"2025.5월현재
사상충. 아나플라즈마-양성
지알디아- 음성",,,1,1,1,1,3,5,5,5,3,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2434/,달님,공고번호 : 2025-01-0871,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 똑똑이",임보가능,릴레이임보,강원도 양구,남,중성화 완,2022년 추정,14kg,링크 바로가기,"서울,경기",6 개월 이하,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자","접종완료, 전염성 키트 음성, 건강해요",전염성 키트 모두 음성,없음,"좋아하는 것 : 사람, 친구, 장난감, 공, 간식, 우유, 정수리 긁어주기
- 고양이와 친하지 않아요 (보면 흥분하고 쫓아가려고 해요)
- 발 닦기, 양치, 목욕, 옷 입기 모두 얌전히 잘해요!
- 사료, 간식 가리지 않고 다 잘 먹어요 
- 구조 당시 꼬리가 잘려있었어요. 고구마 꼬리가 매력포인트????
- 산책배변만 잘 해주면 개육아 난이도 하",5,4,3,1,4,5,5,5,2,2,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2433/,도로시_뚱이,공고번호 : 2025-01-0870,"# 소심소심, # 조용조용, # 똑똑이, # 순둥이, # 먹는거최고",임보가능,입양전제,광주광역시동물보호소,여,중성화 완,2024년 추정,13kg,,전국,3 개월,지원 가능,,,,,"앞다리 절단 수술 이력 있음, 중성화 완료","알레르기 없음, 멀미 없음",3,5,4,4,3,4,3,5,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2432/,도로시_삐삐,공고번호 : 2025-01-0869,"# 애교쟁이, # 사람좋아, # 조용조용, # 시크도도, # 순둥이",임보가능,일반임보,부산불법번식장,여,중성화 완,2013년 추정,3kg,,전국,3 개월,지원 가능,,,,,안약 / 심장약 복욕중,,4,,2,2,3,3,3,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2431/,도로시_연화,공고번호 : 2025-01-0868,"# 애교쟁이, # 사람좋아, # 에너자이저",임보가능,입양전제,익산보호소 구조,여,중성화 완,2022년 추정,4kg,,전국,3 개월,지원 가능,,,,,"사상충은 22일 하트가드 / 산책철엔 넥스가드 / 폐고혈압약 복용중 - 사상충 후유증 폐가 좋은 편은 아니라서, 달리기 등 흥분하는 운동은 하지 않음",,4,3,2,2,4,3,3,3,2,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2430/,도로시_루디,공고번호 : 2025-01-0867,"# 사람좋아, # 조용조용, # 똑똑이, # 순둥이, # 먹는거최고",임보가능,일반임보,전남화순,남,중성화 완,2022년 추정,18kg,,전국,3 개월,지원 가능,,,,,,,5,5,1,1,5,3,3,3,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2429/,도로시_아랑,공고번호 : 2025-01-0866,"# 애교쟁이, # 사람좋아, # 먹는거최고, # 산책최고",임보가능,일반임보,시흥 애니멀 호더 구조,남,중성화 완,2018년 추정,5kg,,전국,3 개월,지원 가능,,,,,,,,4,,,,5,5,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2428/,[함안길천사]미래,공고번호 : 2025-01-0865,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 순둥이",임보중,일반임보,경남함안,여,중성화 완,2022년 추정,9kg,,전국,3 개월 이상,지원 가능,임시보호 조건​ ▪ 임보하고자 하는 가정의 모든 가족 구성원 동의 필수입니다. ▪ 실내 생활 필수입니다. ▪ 임보동의서 작성합니다. ▪ 미성년자분들 상담 안 받습니다. 부모님들께서 직접 연락 주세요.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2025.5월 현재 종합 5차. 코로나2차. 켄넬2차. 인플1차. 광견--추가접종진행중,2025. 5월 현재.. 사상충. 코로나. 지알디아. 아나플라 모두음성,,,5,5,1,1,2,5,5,5,4,2,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2427/,[함안길천사]우디,공고번호 : 2025-01-0864,"# 애교쟁이, # 사람좋아, # 친구좋아, # 소심소심, # 조용조용",임보가능,일반임보,경남함안,남,중성화 전,2022년 추정,8kg,,전국,3 개월 이상,지원 가능,임시보호 조건​ ▪ 임보하고자 하는 가정의 모든 가족 구성원 동의 필수입니다. ▪ 실내 생활 필수입니다. ▪ 임보동의서 작성합니다. ▪ 미성년자분들 상담 안 받습니다. 부모님들께서 직접 연락 주세요.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",구조시 1차 접종 진행 예정,사상충. 지알디 양성 --구조후 치료 예정,,,1,1,1,1,2,5,5,5,3,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2426/,[함안길천시]단추,공고번호 : 2025-01-0863,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 순둥이",임보중,일반임보,경남함안,남,중성화 완,2022년 추정,20kg,,전국,3 개월 이상,지원 가능,입양조건​ ▪ 입양하고자 하는 가정의 모든 가족 구성원 동의 필수입니다. ▪ 실내 생활 필수입니다. ▪ 입양동의서 작성합니다. ▪ 미성년자분들 상담 안 받습니다. 부모님들께서 직접 연락 주세요.,"원룸, 1인 가구, 반려동물 무경험자",2025. 5월 현재 종합 4차 . 켄넬2. 코로나2. 인플2. 관경 완료 --추가 접종 진행중,2025.5월 현재 사상충. 지알디아 코로나 아나플라 음성,,,5,5,1,1,2,5,5,5,3,2,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2425/,마루&시루,공고번호 : 2025-01-0862,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 순둥이",임보중,일반임보,경주,여,중성화 완,2023년 추정,10kg,링크 바로가기링크 바로가기,전국,12 개월 이상,지원 가능,"커플 및 미성년자는 불가하며, 되도록이면 이미 경험이있는 분이면 좋겠습니다!",,"5차접종 완료(파보, 코로나, 종합, 사상충약, 외부기생충예방, 구충제)",2022년 3월 구조 당시 파보 코로나 사상충 모두 음성,없습니다.,없습니다.,5,5,3,2,3,3,4,4,4,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2424/,동물구조119_오트,공고번호 : 2025-01-0861,"# 애교쟁이, # 사람좋아, # 소심소심, # 순둥이, # 먹는거최고",임보중,입양전제,시보호소,여,중성화 전,2025년 01월,3kg,,"서울,경기",3 개월,지원 가능,혼자 사는 남성 불가,"원룸, 1인 가구, 영유아 가정","접종완료, 검진완료",전염병 검사 완료,,,3,3,3,3,2,4,4,4,4,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2423/,송이,공고번호 : 2025-01-0860,"# 애교쟁이, # 사람좋아, # 꾸러기, # 순둥이, # 에너자이저",임보가능,입양전제,김해보호소,여,중성화 전,2025년 02월,2kg,링크 바로가기링크 바로가기링크 바로가기,"서울,경기,경상도",6 개월 이상,지원 가능,"동거커플불가, 1인남성거주자불가, 오프리쉬절대안됨, 가족동의필수, 실내생활필수, 매달내외부구충제필수, 산책필수",반려동물 무경험자,1차접종완료 (계속 진행중),전염병 검사 완료,파보 치료완,,4,,2,,4,5,5,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2422/,영자,공고번호 : 2025-01-0859,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이",임보가능,일반임보,잔남 광양,여,중성화 완,2021년 추정,7kg,,전국,90 일,지원 가능,▪︎최소 임보기간 3개월준수 ▪︎어린 자녀 있는집x ▪︎문제행동에 대한 훈련에 대해 경험이 있으시거나 훈련사의 도움을 받으실 의향 있으신분 ▪︎가족 모두의 동의를 받아 심사숙고 하신 후 문의해 주세요. ▪︎배변습관이나 분리불안  등은 환경에 적응하기까지 훈련이 필요하신 점 감안하신 후 문의해주세요. ▪︎임보중 및 입양후 인스타그램을 통해 입양홍보를 도와주시거나 근황을 알려주셔야 해요.,"원룸, 1인 가구",,,,,,,,,3,5,5,,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2420/,동사세_레이첼,공고번호 : 2025-01-0857,"# 애교쟁이, # 순둥이, # 먹는거최고, # 산책최고, # 독립심짱",임보가능,일반임보,서울_동대문,여,중성화 완,2021년 추정,9kg,,"서울,경기",3 개월 이상,지원 가능,임보아이들의 용품 및 목줄/하네스는 꼭 준비해주세요!,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",,,,"임보처 이동 전 신체,전염병,사상충 등 각종 검사 진행 후 이동 예정입니다!",3,4,3,2,4,4,4,1,1,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2418/,반달이,공고번호 : 2025-01-0855,"# 소심소심, # 조용조용, # 얼굴천재",임보가능,일반임보,울산,남,중성화 전,2023년 추정,7kg,링크 바로가기,전국,1 개월,지원 가능,"산책,배변훈련가능하시면 감사하겠습니다.","원룸, 1인 가구, 동거 커플, 영유아 가정",,,,,3,2,2,2,3,4,2,4,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2417/,까비,공고번호 : 2025-01-0854,"# 애교쟁이, # 사람좋아, # 친구좋아, # 먹는거최고",임보중,일반임보,잔남 광양,남,중성화 완,2017년 추정,4kg,,전국,90 일,지원 가능,▪︎최소 임보기간 3개월준수 ▪︎어린 자녀 있는집x ▪︎문제행동에 대한 훈련에 대해 경험이 있으시거나 훈련사의 도움을 받으실 의향 있으신분 ▪︎가족 모두의 동의를 받아 심사숙고 하신 후 문의해 주세요. ▪︎배변습관이나 분리불안  등은 환경에 적응하기까지 훈련이 필요하신 점 감안하신 후 문의해주세요. ▪︎임보중 및 입양후 인스타그램을 통해 입양홍보를 도와주시거나 근황을 알려주셔야 해요.,"원룸, 1인 가구",,,,,2,,3,,1,5,5,4,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2416/,뽀식,공고번호 : 2025-01-0853,"# 애교쟁이, # 사람좋아",임보중,일반임보,잔남 광양,남,중성화 완,2021년 추정,4kg,,전국,90 일,지원 가능,▪︎최소 임보기간 3개월준수 ▪︎어린 자녀 있는집x ▪︎문제행동에 대한 훈련에 대해 경험이 있으시거나 훈련사의 도움을 받으실 의향 있으신분 ▪︎가족 모두의 동의를 받아 심사숙고 하신 후 문의해 주세요. ▪︎배변습관이나 분리불안  등은 환경에 적응하기까지 훈련이 필요하신 점 감안하신 후 문의해주세요. ▪︎임보중 및 입양후 인스타그램을 통해 입양홍보를 도와주시거나 근황을 알려주셔야 해요.,"원룸, 1인 가구",,,,,3,,,3,2,5,5,,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2415/,열무,공고번호 : 2025-01-0852,"# 애교쟁이, # 사람좋아, # 소심소심, # 조용조용, # 얼굴천재",임보중,입양전제,전남영암군,남,중성화 전,2023년 추정,2kg,,"서울,경기,충청도",3 개월 이상,지원 가능,,"원룸, 1인 가구, 동거 커플, 영유아 가정",종합. 코로나 .캔넬.광견 접종,코로나  파보. 지알디아 심장사상충 검진완,심장사상충치료중,,1,,1,,2,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2414/,펄,공고번호 : 2025-01-0851,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 얼굴천재",임보가능,입양전제,이천,여,중성화 완,2020년 추정,6kg,,"서울,경기",6 개월,지원 가능,원룸. 동거커플. 12세 이하 어린이 있는 집. 강아지 경험 없으신 분불가,,접종완료,구조후 전염병 검사 완료,2024년 2월 고관절 수술,고관절 수술후 회복하여 잘 걷습니다,5,5,4,1,2,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2413/,대성,공고번호 : 2025-01-0850,"# 사람좋아, # 친구좋아, # 호기심천국, # 산책최고, # 에너자이저",임보가능,일반임보,경기 화성,남,중성화 완,2021년 추정,25kg,,전국,2 개월,지원 가능,"대형견 경험이 없으신 분, 하루 3번이상 산책이 어려우신 분은 임보가 어려우실거 같습니다",,2025년 1월 접종완료,2024.10월 전염병 검사 완료,2025.4월 심장사상충 치료완료,붕가붕가 좋아함,,4,3,3,4,4,1,1,1,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2412/,효자,공고번호 : 2025-01-0849,"# 조용조용, # 똑똑이, # 순둥이, # 산책최고",임보중,일반임보,경기 시흥,남,중성화 전,2018년 추정,7kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,구조시 피부병 치료 예정,,,5,,,,,,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2410/,마요,공고번호 : 2025-01-0847,"# 소심소심, # 조용조용, # 순둥이, # 독립심짱, # 얼굴천재",임보가능,긴급임보,경기 시흥,남,중성화 전,2024년 02월,12kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,,,,,,3,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2407/,룽지,공고번호 : 2025-01-0844,"# 소심소심, # 호기심천국, # 순둥이, # 산책최고, # 얼굴천재",임보중,일반임보,경기 시흥,여,중성화 전,2023년 추정,8kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,4,,,,,3,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2406/,만식,공고번호 : 2025-01-0843,"# 사람좋아, # 호기심천국, # 순둥이",임보가능,긴급임보,경기 시흥,남,중성화 전,2021년 추정,16kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,,,,,4,4,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2405/,버디,공고번호 : 2025-01-0842,"# 애교쟁이, # 호기심천국, # 꾸러기, # 순둥이, # 에너자이저",임보중,릴레이임보,경기 시흥,남,중성화 전,2021년 추정,8kg,,"전국,서울,경기",3 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,4,,,,4,4,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2404/,마루,공고번호 : 2025-01-0841,"# 애교쟁이, # 사람좋아, # 조용조용, # 똑똑이, # 순둥이",임보중,일반임보,경기 시흥,여,중성화 전,2022년 추정,12kg,,"전국,서울,경기",1 개월 이상,지원 가능,"아프면 바로 동물병원으로 데리고 가기, 이중리쉬 필수, 적극적인 소통",,보호소에서 기본 접종은 진행해주십니다.,이동 전 지알디아 키트 검사를 보호소에서 진행해주십니다.,,,,4,,,,5,5,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2403/,동글,공고번호 : 2025-01-0840,"# 애교쟁이, # 사람좋아, # 순둥이, # 산책최고, # 얼굴천재",임보가능,일반임보,청주시보호소,남,중성화 완,2022년 추정,4kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,지원 가능,,"1인 가구, 동거 커플",종합 광견 코로나 접종완료,사상충검사 음성,,건강하고 활발해요,3,4,3,3,3,3,4,4,5,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2402/,도티,공고번호 : 2025-01-0839,"# 친구좋아, # 조용조용, # 똑똑이, # 순둥이, # 얼굴천재",임보가능,긴급임보,청주시보호소,남,중성화 완,2018년 추정,7kg,링크 바로가기,"서울,경기,충청도",3 일 이상,지원 가능,,"1인 가구, 동거 커플",종함 뫙견 코로나 접종완료,사상충킷트 양성,사상충양성 치료 예정,,,4,3,3,3,3,5,5,4,2,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
